playlist_id,track_id,title,artists,artist_ids,preview_url,album,cover_url,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,loudness,speechiness,key,mode,time_signature,track_popularity,release_date,cluster,mood,playlist_name,artist_image_url,album_name,album_image,release_date.1,total_tracks,playlist_cover_image_url
5FP1lEjrnBdN3hrhsTJkVx,6FfZsUngPj9cUPGqG4Dnss,Meka Aware,"Tharuka Gunarathne, Sadeeptha","4yRhsZ8F0VT1S1fHRtoEso, 1Y1NbR8YoZgBEWczlgfIq8",https://p.scdn.co/mp3-preview/5ede2c52811f7d90755871ff549a434a89baa996?cid=ff14a0bc7f824e879d94d30736b0a1ac,Meka Aware,https://i.scdn.co/image/ab67616d0000b27394e54229928b3f877d9a7f66,0.43,0.768,0.509,79.925,0.0866,2.42E-05,0.681,-7.262,0.319,7,1,4,1,1/14/2022,2,Relaxed,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b273e81b087504b8a4c2d7f08ea3,Meka Aware,https://i.scdn.co/image/ab67616d0000b27394e54229928b3f877d9a7f66,1/14/2022,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,1cWpRbids9rbZ3HUHxol37,Latin Kankaariya,"Charitha Attalage, Hashani Wasana","65U1qIqriL4ZawzjoMX1QP, 2W4dVJMl0Wt5pNckJlm2z4",https://p.scdn.co/mp3-preview/8da0b39a674b3431664ca24d05033c431f310c5f?cid=ff14a0bc7f824e879d94d30736b0a1ac,Latin Kankaariya,https://i.scdn.co/image/ab67616d0000b273cf3e8b9a41f9cfefff556015,0.777,0.683,0.785,109.051,0.228,0.0548,0.0558,-8.623,0.0397,10,0,4,28,12/19/2021,6,Melancholic,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b27326cd3dd142fec7b6922c780d,Latin Kankaariya,https://i.scdn.co/image/ab67616d0000b273cf3e8b9a41f9cfefff556015,12/19/2021,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,0KhbsQkUeVErDzElMRdZMG,Sanda Wage Pena,"Hana Shafa, Dilo","7occ8YAUAF3XJbC3uCq1iL, 7lrGPpmDUbhyg2DE8dD8cJ",https://p.scdn.co/mp3-preview/7cc251bb02ec4a2bc40e07a77e74c16e45a7d083?cid=ff14a0bc7f824e879d94d30736b0a1ac,Sanda Wage Pena,https://i.scdn.co/image/ab67616d0000b27319611187dd3380c5ee170334,0.868,0.731,0.741,100.026,0.422,1.36E-05,0.345,-5.565,0.086,4,0,4,39,11/24/2021,6,Melancholic,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b2737e41a1f84a8a4812c5a5d7ed,Sanda Wage Pena,https://i.scdn.co/image/ab67616d0000b27319611187dd3380c5ee170334,11/24/2021,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,20m6BMf4o8OegDW6dSirDK,Kanna,"Stereomiinds, Kusal Lakshan, Nipuni Herath","24OHgf3gPyP5DomDcDVu8T, 2cFwdyZSdgOS1o3zU5NzM4, 2jJNXKV8EVepbVOKgpxK5P",https://p.scdn.co/mp3-preview/411b79db80e86268c35d3b25b8caccb893720b7e?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kanna,https://i.scdn.co/image/ab67616d0000b273d63750b9c8588dea78ff22f4,0.668,0.717,0.659,95.055,0.116,2.39E-06,0.245,-7.371,0.0619,6,0,4,4,3/5/2022,9,Sad,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b2732f69f567bf1823147d1ee4db,,,3/5/2022,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,5DlhGsWeIZvUyfD5ElncVm,Man Soyana,"Dilenka Vishwarangi, Mahiru Senarathne","4aECumBzGNKhRrXBfJWBoX, 3Od0SSFki2d6U1jnmoUaBC",https://p.scdn.co/mp3-preview/97dbe94b20d3019e55d3e17cf80c2248f2dbcefd?cid=ff14a0bc7f824e879d94d30736b0a1ac,Man Soyana,https://i.scdn.co/image/ab67616d0000b2736cba693b1ca0770bd2a29b19,0.408,0.332,0.167,75.388,0.81,0.0186,0.0864,-13.837,0.0321,4,1,4,9,1/28/2022,2,Relaxed,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b2736cba693b1ca0770bd2a29b19,Man Soyana,https://i.scdn.co/image/ab67616d0000b2736cba693b1ca0770bd2a29b19,1/28/2022,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,3hA3LQr2XqOsfcDjUqOa4N,Akasa Bindu,Sanka Dineth,1Uqk24JsikzOJO5gHx9AJG,https://p.scdn.co/mp3-preview/f6fb53fdc16d065e15a33924a0442241c576a77c?cid=ff14a0bc7f824e879d94d30736b0a1ac,Akasa Bindu,https://i.scdn.co/image/ab67616d0000b2737981585f09cd5955ac2e1024,0.534,0.428,0.302,121.371,0.777,0.00631,0.0802,-9.223,0.0316,0,0,4,10,5/1/2022,4,Neutral,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b273106271855710a2cb02598e49,Akasa Bindu,https://i.scdn.co/image/ab67616d0000b2737981585f09cd5955ac2e1024,5/1/2022,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,709lDVpEa99fPyB9rCNRfw,Pem Sina,"Tone Sparks, Hiranya Neththasinghe","5BxPeQcJWljXk5u8dlELoc, 1bd4EBgcqo1XXFNccOxdFl",https://p.scdn.co/mp3-preview/741d74d1d3b10c66fd03b8db035ddd8ea80c4cb5?cid=ff14a0bc7f824e879d94d30736b0a1ac,Pem Sina,https://i.scdn.co/image/ab67616d0000b2734709378d4d64216eb0716866,0.636,0.512,0.653,100.12,0.723,0.000722,0.11,-11.047,0.0498,2,1,4,0,2/18/2022,9,Sad,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b273162be56569913e6c2dfa1632,,,2/18/2022,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,4azqWrxW3UeG1eSCWLBJzk,Mayam Seya - Thilira Remix,"Chathum Dulara, Thilira Mannapperuma","2szhCD9ClpXgsI1LnK4HFi, 4VEMGwa5VV3NMgzl1BYF62",https://p.scdn.co/mp3-preview/34cd4bd9cdb87cb048f933516254f61517b84e4d?cid=ff14a0bc7f824e879d94d30736b0a1ac,Mayam Seya (Thilira Remix),https://i.scdn.co/image/ab67616d0000b2737c7a0ff046ed38b7d176992b,0.788,0.735,0.257,106.046,0.267,0.0178,0.173,-9.112,0.0826,10,0,4,4,5/13/2022,6,Melancholic,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b273eb5c3a5a2377b002c392f223,Mayam Seya (Thilira Remix),https://i.scdn.co/image/ab67616d0000b2737c7a0ff046ed38b7d176992b,5/13/2022,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5FP1lEjrnBdN3hrhsTJkVx,03M4Qnf1rMvaa1fF04v5fp,Alu Roo,Mahiru Senarathne,3Od0SSFki2d6U1jnmoUaBC,https://p.scdn.co/mp3-preview/58e62ac9e3162a4798d37537168f8dbb6353c6e6?cid=ff14a0bc7f824e879d94d30736b0a1ac,Alu Roo,https://i.scdn.co/image/ab67616d0000b273cc32e58f15a23c7760067dfa,0.602,0.41,0.215,79.976,0.554,0.158,0.119,-11.891,0.0489,11,0,4,24,2/28/2022,9,Sad,SRI LANKAN NEW 2023 🇱🇰 SINHALA SONGS UPDATED (Updating Real-Time),https://i.scdn.co/image/ab67616d0000b273b00cdca528428cd28b9f5034,Alu Roo,https://i.scdn.co/image/ab67616d0000b273cc32e58f15a23c7760067dfa,2/28/2022,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840adc59db117dd64eceb2f676
5SKj9NPWQUYL4esNbi8cmN,4hCQyERGvC7WmDuKMKy3Nu,Shrungari,Sachith Amaranayake,1RMJgVWer3MhWhnmNWw1gp,https://p.scdn.co/mp3-preview/c74e303a433d80dcaf453ba145813ce3b8a734bd?cid=ff14a0bc7f824e879d94d30736b0a1ac,Shrungari,https://i.scdn.co/image/ab67616d0000b273772ee6e7fccaa0299321d788,0.406,0.496,0.139,147.098,0.739,3.11E-06,0.13,-10.075,0.0385,8,0,4,0,9/13/2024,3,Calm,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273eb5c3a5a2377b002c392f223,,,9/13/2024,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,1nr2fSJrGI4776uDRWdMRj,Ambare - Lofi Flip,"Mahiru Senarathne, Rashan Balasooriya","3Od0SSFki2d6U1jnmoUaBC, 7y9m5o4dJ6jmxeUqYo9azF",https://p.scdn.co/mp3-preview/da648db154af6afaf50fdf1a43e9710b4fea689e?cid=ff14a0bc7f824e879d94d30736b0a1ac,Ambare - Lofi Flip,https://i.scdn.co/image/ab67616d0000b27326753af666b9a81d5616d58e,0.487,0.63,0.187,139.887,0.515,0.0766,0.238,-6.808,0.0663,0,0,4,0,9/13/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273b00cdca528428cd28b9f5034,,,9/13/2024,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,4GSZjZ7KWBZaX1ViAtytku,Numba Ma Laye Sitiya,"Hasindu Bhanuka, Shavindya Kariyawasam","6eUWLaswxz12xe5cfQ0RlD, 0xW7XKb8ysmQAj6OrpcHve",https://p.scdn.co/mp3-preview/bc96628c35ba588efc82f01b376da13e1ffd2531?cid=ff14a0bc7f824e879d94d30736b0a1ac,Numba Ma Laye Sitiya,https://i.scdn.co/image/ab67616d0000b273463277632d2999dfb3232008,0.376,0.278,0.336,148.294,0.962,0.135,0.074,-14.332,0.0301,5,1,4,2,9/11/2024,3,Calm,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27360f90c3073f001991e966ab5,,,9/11/2024,,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,1R11PWEjZpcDd4Om7MEYVA,Hitha Hadanna Ba,Chathum Dulara,2szhCD9ClpXgsI1LnK4HFi,https://p.scdn.co/mp3-preview/6d3e5ee6eec9537da95e073c5d0f469fa7e17a36?cid=ff14a0bc7f824e879d94d30736b0a1ac,Hitha Hadanna Ba,https://i.scdn.co/image/ab67616d0000b27392e60e1330b59180a6194245,0.672,0.464,0.448,195.928,0.393,0.208,0.258,-9.045,0.116,11,0,4,5,8/23/2024,0,Happy,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273eb5c3a5a2377b002c392f223,Hitha Hadanna Ba,https://i.scdn.co/image/ab67616d0000b27392e60e1330b59180a6194245,8/23/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,2CMoRe4KajI6N3ct27eYKY,Ape Kathandare,"Dhyan Hewage, Jayss","3ES7kGNf8O344XSDG3kW8G, 3tB7kmmUse1IgZsSAljkd5",https://p.scdn.co/mp3-preview/eeadb3f81b6d3386b93a948bc851fbc9220c36b1?cid=ff14a0bc7f824e879d94d30736b0a1ac,Ape Kathandare,https://i.scdn.co/image/ab67616d0000b27304e7956aa325b3653a15c2f1,0.354,0.6,0.181,83.565,0.32,5.08E-06,0.36,-6.884,0.0357,5,0,4,48,7/19/2024,5,Thoughtful,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27355a49ff7c9c556d283f738ad,Ape Kathandare,https://i.scdn.co/image/ab67616d0000b27304e7956aa325b3653a15c2f1,7/19/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,37H81aUcVPPKVDplvOmdcI,Paara Sina,"Shavindya Kariyawasam, Chathum Dulara","0xW7XKb8ysmQAj6OrpcHve, 2szhCD9ClpXgsI1LnK4HFi",https://p.scdn.co/mp3-preview/8795b23a7e88096ddb1e315301de8ca668320854?cid=ff14a0bc7f824e879d94d30736b0a1ac,Paara Sina,https://i.scdn.co/image/ab67616d0000b273eaf114318e611ecdaf84fdcb,0.597,0.272,0.598,122.725,0.835,5.40E-05,0.116,-15.239,0.037,6,0,4,10,6/28/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27360f90c3073f001991e966ab5,Paara Sina,https://i.scdn.co/image/ab67616d0000b273eaf114318e611ecdaf84fdcb,6/28/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,4Kb0erg3Ezv7fDG4NVlIV1,Awasheshayan,"Mahiru Senarathne, Rashan Balasooriya","3Od0SSFki2d6U1jnmoUaBC, 7y9m5o4dJ6jmxeUqYo9azF",https://p.scdn.co/mp3-preview/62cdd1235befe3ad496f6b1ebdc121c00573ce7a?cid=ff14a0bc7f824e879d94d30736b0a1ac,Awasheshayan,https://i.scdn.co/image/ab67616d0000b273260ceaee88297d58f01a2236,0.556,0.517,0.335,121.985,0.838,0.0954,0.267,-9.743,0.0456,11,0,4,30,3/28/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273b00cdca528428cd28b9f5034,Awasheshayan,https://i.scdn.co/image/ab67616d0000b273260ceaee88297d58f01a2236,3/28/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,3z1sqjH0B4EQRP3bba0K00,Kiyaapan,"Anushka Udana, Yashodha Adhikari, Chamath Sangeeth","0zJOY7KeiOgOIGQ150u7hz, 5v0eVgHlvREljFOZpZBxLU, 3Bej6ikcqBylMRbkX1DKpu",https://p.scdn.co/mp3-preview/a3f192fd33030d7e09edcf868f0e0923875b4c63?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kiyaapan,https://i.scdn.co/image/ab67616d0000b273e573c8e3f02c00090f82be18,0.62,0.351,0.287,89.92,0.856,0,0.137,-12.283,0.0667,7,0,4,43,6/28/2024,9,Sad,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273d8db151e9a11815d522ecd32,Kiyaapan,https://i.scdn.co/image/ab67616d0000b273e573c8e3f02c00090f82be18,6/28/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,5TquikDl0V0wovKtQyNtpJ,Wedana Athare,"Didula Tharusara, Dhyan Hewage","0iGn2cVBaMBkEsxcLiwi9u, 3ES7kGNf8O344XSDG3kW8G",https://p.scdn.co/mp3-preview/0a5a9c3b4531b02b7dbf38b07db0b7707eb42c44?cid=ff14a0bc7f824e879d94d30736b0a1ac,Wedana Athare,https://i.scdn.co/image/ab67616d0000b273ed7b4315c39d0dff9c3fc1e9,0.642,0.375,0.491,135.074,0.568,0.000329,0.121,-12.175,0.0311,5,0,4,29,6/14/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273ed7b4315c39d0dff9c3fc1e9,Wedana Athare,https://i.scdn.co/image/ab67616d0000b273ed7b4315c39d0dff9c3fc1e9,6/14/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,3lFDpP95rCYGNUFQ7AppTj,Eka wassak,"Channuka, Cozzy","4Aklie8emilgJ4rvL7IpQD, 5wbotL8r54GNzca15JjKa5",https://p.scdn.co/mp3-preview/06d41f855234e23abee868e8d9b210602c4da82c?cid=ff14a0bc7f824e879d94d30736b0a1ac,Eka wassak,https://i.scdn.co/image/ab67616d0000b27338c5ce9d7755fb5745668949,0.529,0.534,0.38,151.987,0.256,0.000244,0.123,-8.673,0.0438,5,0,4,37,2/12/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27338c5ce9d7755fb5745668949,Eka wassak,https://i.scdn.co/image/ab67616d0000b27338c5ce9d7755fb5745668949,2/12/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,6vMzUU3cqnwK8ifDYt9wzs,Mama Pathuwe,"Lasith Malinga, Minura Halwathura","3KSTXV6OLYRR2MdiDonqqe, 7M1Zyi3e2LHJFGY8tyAQJC",https://p.scdn.co/mp3-preview/d4bb0fc98022d8ac9310096396f6500316741738?cid=ff14a0bc7f824e879d94d30736b0a1ac,Mama Pathuwe,https://i.scdn.co/image/ab67616d0000b27324c469dfa1c7d76690f055d2,0.569,0.332,0.264,125.843,0.638,1.05E-05,0.122,-12.821,0.0277,5,1,4,44,2/22/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27324c469dfa1c7d76690f055d2,Mama Pathuwe,https://i.scdn.co/image/ab67616d0000b27324c469dfa1c7d76690f055d2,2/22/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,2aer4OOvKwtCKI0Yj54oKg,Bawayen Bawaye,Mahiru Senarathne,3Od0SSFki2d6U1jnmoUaBC,https://p.scdn.co/mp3-preview/79e2e17375c4c75b1d6f99843adbdde140847d0c?cid=ff14a0bc7f824e879d94d30736b0a1ac,Bawayen Bawaye,https://i.scdn.co/image/ab67616d0000b27320debf9691d793e496d917bb,0.373,0.434,0.284,156.839,0.769,0.000424,0.108,-8.777,0.0605,0,0,4,18,4/22/2024,3,Calm,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273b00cdca528428cd28b9f5034,Bawayen Bawaye,https://i.scdn.co/image/ab67616d0000b27320debf9691d793e496d917bb,4/22/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,5LFDZAYzeL8ikKUz00CjRE,Kusalane Meware,"Mahiru Senarathne, Nithya Dinith, Yehan Jayasekara, Binguni Senarathne, Gagana Hirusha","3Od0SSFki2d6U1jnmoUaBC, 5PcMvwBlB4AlbAUWm9GPK9, 22u8VrplRXAZ9DEujebzd0, 6GhV8T5FisNcsZOBUweCFy, 1Rvu2A6aE9gkEhFvjAD5pr",https://p.scdn.co/mp3-preview/8479c5881e119a3d4077f265c9a7de18fa21afd4?cid=ff14a0bc7f824e879d94d30736b0a1ac,Kusalane Meware,https://i.scdn.co/image/ab67616d0000b2734a784eb7a05a182e93186e84,0.49,0.802,0.369,109.921,0.597,0,0.322,-6.954,0.194,9,1,4,5,5/31/2024,2,Relaxed,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273b00cdca528428cd28b9f5034,Kusalane Meware,https://i.scdn.co/image/ab67616d0000b2734a784eb7a05a182e93186e84,5/31/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,1rIIKaZm4MBiyw77cZYD0r,Numbe As (Visal Adare - The Movie),"Yasas Medagedara, Yashodha Medagedara","7ztQG7rQkPNasrhffZTqY9, 7vk1Z3fm63dapYblBGZIUj",https://p.scdn.co/mp3-preview/39578b0a577486ca0a705bd68a6e1741a662e605?cid=ff14a0bc7f824e879d94d30736b0a1ac,Numbe As (Visal Adare - The Movie),https://i.scdn.co/image/ab67616d0000b2738638eca572d5c5f2937a07d7,0.396,0.5,0.145,179.759,0.669,1.33E-05,0.138,-7.703,0.0392,0,0,4,47,11/8/2023,7,Worried,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b2736617481b59303156be5c8651,Numbe As (Visal Adare - The Movie),https://i.scdn.co/image/ab67616d0000b2738638eca572d5c5f2937a07d7,11/8/2023,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,20tRgkYzjL9ofYG4l18jVr,Aaley Numbatai Manike Maa - Awurudu Keliya Part 02,Rashan Balasooriya,7y9m5o4dJ6jmxeUqYo9azF,https://p.scdn.co/mp3-preview/64651c67a478cda216c75c45aefd51398e45927e?cid=ff14a0bc7f824e879d94d30736b0a1ac,Aaley Numbatai Manike Maa (Awurudu Keliya Part 02),https://i.scdn.co/image/ab67616d0000b273393e36e1f02290eb8939d5b4,0.527,0.719,0.305,164.525,0.654,0.0306,0.144,-9.188,0.0755,8,1,3,9,4/12/2024,7,Worried,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273d43247b2d61171fb7e92ebb1,Aaley Numbatai Manike Maa (Awurudu Keliya Part 02),https://i.scdn.co/image/ab67616d0000b273393e36e1f02290eb8939d5b4,4/12/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,1lS26SnuRD4Q1EKu8FbgdW,Puluwanda Dinak,"Anjan Bhanuka, Nicole Neshan","0bL3wpL73vXFDaa2PEc0cv, 2jCdIxFWqbtXIvZZZq7IJD",https://p.scdn.co/mp3-preview/3950e8cf04678f2798a4120e2ab07ae60f67e741?cid=ff14a0bc7f824e879d94d30736b0a1ac,Puluwanda Dinak,https://i.scdn.co/image/ab67616d0000b273105d051d9f0e1475d93a9a5a,0.537,0.106,0.14,114.612,0.945,0.0835,0.0845,-16.625,0.0345,6,0,3,1,5/10/2024,4,Neutral,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b273105d051d9f0e1475d93a9a5a,Puluwanda Dinak,https://i.scdn.co/image/ab67616d0000b273105d051d9f0e1475d93a9a5a,5/10/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,7EnjWE6b6xLqKIeOBHbf6q,Nohithunata,"Yuki Navaratne, Chamath Sangeeth, Yashodha Adhikari","00ZpGGB5F7Ytw781Qsr1sR, 3Bej6ikcqBylMRbkX1DKpu, 5v0eVgHlvREljFOZpZBxLU",https://p.scdn.co/mp3-preview/cd45b887e75361ec0e8f681e867f3197d4a53880?cid=ff14a0bc7f824e879d94d30736b0a1ac,Nohithunata,https://i.scdn.co/image/ab67616d0000b273181358a2bff285f185913a10,0.814,0.292,0.552,119.988,0.886,0,0.0955,-13.383,0.129,8,0,4,49,3/2/2024,8,Upset,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b2732e0008abf754577cace6ea3a,Nohithunata,https://i.scdn.co/image/ab67616d0000b273181358a2bff285f185913a10,3/2/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,0wk20zZO70aNv1pLKHEIj2,Pamawi Adare Soyana,"Nipuni Herath, Mahiru Senarathne","2jJNXKV8EVepbVOKgpxK5P, 3Od0SSFki2d6U1jnmoUaBC",https://p.scdn.co/mp3-preview/1500d7e9145d12ee9b4dc608a5b9d595db441d22?cid=ff14a0bc7f824e879d94d30736b0a1ac,Pamawi Adare Soyana,https://i.scdn.co/image/ab67616d0000b273f686339651b86c0074267895,0.408,0.437,0.426,95.473,0.845,2.78E-05,0.267,-8.176,0.032,2,1,4,11,2/27/2024,2,Relaxed,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27337e1eed16e068cfbbfc25207,Pamawi Adare Soyana,https://i.scdn.co/image/ab67616d0000b273f686339651b86c0074267895,2/27/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,2VFci7mN162c1RJAlHSgKT,Bandimu Suda,"Piyath Rajapakse, Lahiru De Costa","2p59mmRUY5z4P2GGYd8a9a, 6JiVW8Qn2R8vK1bHy6VAp1",https://p.scdn.co/mp3-preview/8b98120aca38600e20ab104120901215b20a36fc?cid=ff14a0bc7f824e879d94d30736b0a1ac,Bandimu Suda,https://i.scdn.co/image/ab67616d0000b273d3bec77695c2b87459627de4,0.611,0.856,0.964,75.663,0.68,0.0156,0.0994,-5.311,0.211,1,0,4,47,1/11/2024,9,Sad,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b2738ac3be329f285c1dd7d7f196,Bandimu Suda,https://i.scdn.co/image/ab67616d0000b273d3bec77695c2b87459627de4,1/11/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,1fF7I9Fff0EpRKniz8QV75,Neth Manema,DILU Beats,01O8OueZDiqUJjOu7XPb4t,https://p.scdn.co/mp3-preview/0707eab8e7bdf0f78fca874c5007f40c64d0db8b?cid=ff14a0bc7f824e879d94d30736b0a1ac,Neth Manema,https://i.scdn.co/image/ab67616d0000b273ffbf2d4df5bbfadada85ed22,0.643,0.33,0.508,71.493,0.484,0.238,0.106,-12.465,0.0383,5,0,4,50,2/6/2024,9,Sad,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b2736b5ba7ec20ede82c614d0216,Neth Manema,https://i.scdn.co/image/ab67616d0000b273ffbf2d4df5bbfadada85ed22,2/6/2024,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
5SKj9NPWQUYL4esNbi8cmN,40TIlpw8iCci7CXwkvOqZS,Ill Mahe Kurullo,"Nisala Kavinda, Yuki Navaratne, AKIIY","47X8tb32Gr3Rt7Dbg3KBAQ, 00ZpGGB5F7Ytw781Qsr1sR, 5f4PtaXoLaZsr1dOmD4WsT",https://p.scdn.co/mp3-preview/43cb6a37fc1d00745e4a0e88bf0bbf608f6fad5e?cid=ff14a0bc7f824e879d94d30736b0a1ac,Ill Mahe Kurullo,https://i.scdn.co/image/ab67616d0000b27380ce6c4ad15f73dd615098d9,0.46,0.483,0.607,115.012,0.164,0.0527,0.0859,-12.969,0.103,6,0,4,45,12/21/2023,2,Relaxed,Sinhala Modern Hits,https://i.scdn.co/image/ab67616d0000b27380ce6c4ad15f73dd615098d9,Ill Mahe Kurullo,https://i.scdn.co/image/ab67616d0000b27380ce6c4ad15f73dd615098d9,12/21/2023,1,https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8417d6a3624c2c9a49ca5dd260
